input_text,music_prompt
date:2025-05-21 time:21:04:00 bpm:105 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating rhythms with serene undertones
date:2025-05-21 time:21:05:00 bpm:114 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with soft echoes
date:2025-05-21 time:21:06:00 bpm:105 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Steady rhythmic pulses with serene undertones
date:2025-05-21 time:21:07:00 bpm:107 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,"Moderate tempo with soft, flowing melodies"
date:2025-05-21 time:21:08:00 bpm:108 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient rhythms with gentle undertones
date:2025-05-21 time:21:09:00 bpm:116 steps:0 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with soft night harmonies
date:2025-05-21 time:21:10:00 bpm:112 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating rhythms with tranquil overtones
date:2025-05-21 time:21:11:00 bpm:104 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient soundscapes with soft drones
date:2025-05-21 time:21:12:00 bpm:107 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Gentle, soothing soundscapes with serene undertones"
date:2025-05-21 time:21:13:00 bpm:128 steps:0 cal:5 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic beats with soothing undertones
date:2025-05-21 time:21:14:00 bpm:134 steps:0 cal:6 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythmic pulses with tranquil undertones
date:2025-05-21 time:21:15:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient drones with soft hues
date:2025-05-21 time:21:16:00 bpm:111 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating ambient rhythms with soft undercurrents
date:2025-05-21 time:21:17:00 bpm:102 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle dreamscape with soft chimes
date:2025-05-21 time:21:18:00 bpm:101 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythms with soothing undertones
date:2025-05-21 time:21:19:00 bpm:101 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic ambient waves with subtle beats
date:2025-05-21 time:21:20:00 bpm:101 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic synth waves with rhythmic pulses
date:2025-05-21 time:21:21:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with soothing rhythms
date:2025-05-21 time:21:22:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Lush ambient waves with serene layers
date:2025-05-21 time:21:23:00 bpm:109 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with subtle chimes
date:2025-05-21 time:21:24:00 bpm:105 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient waves with serene undertones
date:2025-05-21 time:21:25:00 bpm:107 steps:0 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic rhythmic patterns with airy pads
date:2025-05-21 time:21:26:00 bpm:111 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic pulses with soothing undertones
date:2025-05-21 time:21:27:00 bpm:112 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient rhythms with gentle echoes
date:2025-05-21 time:21:28:00 bpm:108 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythmic beats with soft undertones
date:2025-05-21 time:21:29:00 bpm:110 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with gentle night echoes
date:2025-05-21 time:21:30:00 bpm:105 steps:8 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Upbeat electronic with ethereal melodies
date:2025-05-21 time:21:31:00 bpm:107 steps:7 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythmic beats with subtle layers
date:2025-05-21 time:21:32:00 bpm:90 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle flowing melodies with serene undertones
date:2025-05-21 time:21:33:00 bpm:99 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient with gentle rhythmic echoes
date:2025-05-21 time:21:34:00 bpm:113 steps:26 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythms with soothing undertones
date:2025-05-21 time:21:35:00 bpm:108 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating rhythms with tranquil undertones
date:2025-05-21 time:21:36:00 bpm:109 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic flowing melodies with serene undertones
date:2025-05-21 time:21:37:00 bpm:124 steps:0 cal:5 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic electronic rhythms with serene undertones
date:2025-05-21 time:21:38:00 bpm:151 steps:0 cal:8 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic pulsating beats with tranquil undertones
date:2025-05-21 time:21:39:00 bpm:153 steps:0 cal:8 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Fast-paced electronic with soothing undertones
date:2025-05-21 time:21:40:00 bpm:153 steps:7 cal:8 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Fast rhythmic beats with dreamy overlays
date:2025-05-21 time:21:41:00 bpm:156 steps:0 cal:8 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating rhythms with tranquil undertones
date:2025-05-21 time:21:42:00 bpm:105 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythmic layers with gentle echoes
date:2025-05-21 time:21:43:00 bpm:103 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic synthwave beats with dreamy layers
date:2025-05-21 time:21:44:00 bpm:104 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythms with serene undertones
date:2025-05-21 time:21:45:00 bpm:106 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with ethereal layers
date:2025-05-21 time:21:46:00 bpm:107 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing synth waves with gentle echoes
date:2025-05-21 time:21:47:00 bpm:111 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating synth rhythms with airy layers
date:2025-05-21 time:21:48:00 bpm:117 steps:0 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Uplifting rhythmic beats with gentle flow
date:2025-05-21 time:21:49:00 bpm:116 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with ethereal harmonies
date:2025-05-21 time:21:50:00 bpm:117 steps:0 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic percussion with soothing undertones
date:2025-05-21 time:21:51:00 bpm:120 steps:4 cal:5 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythms with subtle night echoes
date:2025-05-21 time:21:52:00 bpm:126 steps:0 cal:5 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with ethereal undercurrents
date:2025-05-21 time:21:53:00 bpm:126 steps:0 cal:5 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Uplifting rhythms with mellow undertones
date:2025-05-21 time:21:54:00 bpm:116 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing electronic waves with gentle rhythms
date:2025-05-21 time:21:55:00 bpm:118 steps:0 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with serene undertones
date:2025-05-21 time:21:56:00 bpm:112 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,"Rhythmic pulses with soft, dreamy layers"
date:2025-05-21 time:21:57:00 bpm:111 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic ambient with soothing undertones
date:2025-05-21 time:21:58:00 bpm:114 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Lush ambient waves with gentle pulses
date:2025-05-21 time:21:59:00 bpm:109 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating rhythms with soothing night whispers
date:2025-05-21 time:22:00:00 bpm:110 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythms with gentle night whispers
date:2025-05-21 time:22:01:00 bpm:104 steps:20 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night rhythms with soft echoes
date:2025-05-21 time:22:02:00 bpm:99 steps:8 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with serene undertones
date:2025-05-21 time:22:03:00 bpm:93 steps:4 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with soft echoes
date:2025-05-21 time:22:04:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle piano melodies with soft whispers
date:2025-05-21 time:22:05:00 bpm:94 steps:6 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle acoustic melodies with soothing undertones
date:2025-05-21 time:22:06:00 bpm:95 steps:15 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle electronic pulses with soft drones
date:2025-05-21 time:22:07:00 bpm:97 steps:11 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night melodies with soothing undercurrents
date:2025-05-21 time:22:08:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Dreamy synth waves with gentle pulses
date:2025-05-21 time:22:09:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Gentle, dreamy synth waves with echoes"
date:2025-05-21 time:22:10:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic waves with soothing layers
date:2025-05-21 time:22:11:00 bpm:101 steps:10 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic synth beats with soothing layers
date:2025-05-21 time:22:12:00 bpm:109 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Rhythmic pulses with dreamy undertones
date:2025-05-21 time:22:13:00 bpm:0 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle soothing harmonies with serene undertones
date:2025-05-21 time:22:14:00 bpm:105 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Steady flowing rhythms with soft echoes
date:2025-05-21 time:22:15:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with soft echoes
date:2025-05-21 time:22:16:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating night rhythms with ethereal echoes
date:2025-05-21 time:22:17:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle electronic pulses with soothing echoes
date:2025-05-21 time:22:18:00 bpm:92 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal soundscapes with soft melodies
date:2025-05-21 time:22:19:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullaby with soft ethereal waves
date:2025-05-21 time:22:20:00 bpm:92 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle electronic waves with serene undertones
date:2025-05-21 time:22:21:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle piano with soft night sounds
date:2025-05-21 time:22:22:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal rhythms with soft echoes
date:2025-05-21 time:22:23:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal synths with dreamy echoes
date:2025-05-21 time:22:24:00 bpm:88 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal melodies with soft echoes
date:2025-05-21 time:22:25:00 bpm:90 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Gentle lullabies with soft, flowing harmonies"
date:2025-05-21 time:22:26:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ethereal melodies with soothing waves
date:2025-05-21 time:22:27:00 bpm:88 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle melodic waves with soothing harmonies
date:2025-05-21 time:22:28:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullabies with soft harmonies
date:2025-05-21 time:22:29:00 bpm:91 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Gentle, flowing melodies with airy harmonies"
date:2025-05-21 time:22:30:00 bpm:90 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Ethereal night soundscape with soft rhythms
date:2025-05-21 time:22:31:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic waves with soft echoes
date:2025-05-21 time:22:32:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Soft nocturnal melodies with gentle rhythms
date:2025-05-21 time:22:33:00 bpm:85 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal melodies with soft whispers
date:2025-05-21 time:22:34:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle melodic harmonies with soothing waves
date:2025-05-21 time:22:35:00 bpm:85 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Soothing ambient soundscapes with gentle rhythms
date:2025-05-21 time:22:36:00 bpm:86 steps:7 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Soft night melodies with gentle rhythm
date:2025-05-21 time:22:37:00 bpm:86 steps:22 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with soothing harmonies
date:2025-05-21 time:22:38:00 bpm:87 steps:40 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle acoustic melodies with soft echoes
date:2025-05-21 time:22:39:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with soft synths
date:2025-05-21 time:22:40:00 bpm:85 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullabies with soothing harmonies
date:2025-05-21 time:22:41:00 bpm:88 steps:33 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal rhythms with soft echoes
date:2025-05-21 time:22:42:00 bpm:89 steps:44 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with serene undertones
date:2025-05-21 time:22:43:00 bpm:107 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic ethereal soundscapes with gentle pulses
date:2025-05-21 time:22:44:00 bpm:109 steps:47 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating electronic beats with airy synths
date:2025-05-21 time:22:45:00 bpm:111 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic electronic pulses with rhythmic undertones
date:2025-05-21 time:22:46:00 bpm:119 steps:0 cal:4 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic ambient pulses with gentle rhythms
date:2025-05-21 time:22:47:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with gentle night harmonies
date:2025-05-21 time:22:48:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle synth pads with serene harmonies
date:2025-05-21 time:22:49:00 bpm:97 steps:11 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Rhythmic ambient with gentle pulses
date:2025-05-21 time:22:50:00 bpm:95 steps:17 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle flowing melodies with serene undertones
date:2025-05-21 time:22:51:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with soft echoes
date:2025-05-21 time:22:52:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle flowing melodies with soft harmonies
date:2025-05-21 time:22:53:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal harmonies with serene undertones
date:2025-05-21 time:22:54:00 bpm:96 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing synth waves with gentle echoes
date:2025-05-21 time:22:55:00 bpm:102 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic synth waves with gentle transitions
date:2025-05-21 time:22:56:00 bpm:102 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle synth waves with peaceful undertones
date:2025-05-21 time:22:57:00 bpm:103 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with soft echoes
date:2025-05-21 time:22:58:00 bpm:109 steps:0 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Rhythmic electronic pulse with soft waves
date:2025-05-21 time:22:59:00 bpm:106 steps:8 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic rhythmic beats with gentle undercurrents
date:2025-05-21 time:23:00:00 bpm:102 steps:7 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with serene undertones
date:2025-05-21 time:23:01:00 bpm:105 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic waves with soft pads
date:2025-05-21 time:23:02:00 bpm:105 steps:12 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic synthwave with pulsing rhythms
date:2025-05-21 time:23:03:00 bpm:104 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic chillwave with ethereal melodies
date:2025-05-21 time:23:04:00 bpm:105 steps:5 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle melodic waves with soothing undertones
date:2025-05-21 time:23:05:00 bpm:104 steps:6 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Vibrant rhythms with gentle night melodies
date:2025-05-21 time:23:06:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullaby rhythms with soft harmonies
date:2025-05-21 time:23:07:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullabies with soft night melodies
date:2025-05-21 time:23:08:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Ethereal soundscapes with gentle rhythms
date:2025-05-21 time:23:09:00 bpm:92 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle synth waves with soft echoes
date:2025-05-21 time:23:10:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient waves with soft echoes
date:2025-05-21 time:23:11:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsating ambient waves with soft echoes
date:2025-05-21 time:23:12:00 bpm:90 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Gentle, restful harmonies with serene undercurrents"
date:2025-05-21 time:23:13:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle acoustic melodies with soft harmonies
date:2025-05-21 time:23:14:00 bpm:90 steps:5 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,"Soft, tranquil melodies with gentle rhythms"
date:2025-05-21 time:23:15:00 bpm:88 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic lullaby with serene undertones
date:2025-05-21 time:23:16:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Soft ambient melodies with soothing waves
date:2025-05-21 time:23:17:00 bpm:91 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullabies with ethereal synth pads
date:2025-05-21 time:23:18:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night rhythms with soft echoes
date:2025-05-21 time:23:19:00 bpm:92 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ambient waves with subtle rhythm
date:2025-05-21 time:23:20:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle nocturnal soundscape with soft harmonies
date:2025-05-21 time:23:21:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Soft ethereal soundscape with gentle rhythms
date:2025-05-21 time:23:22:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night symphony with soft strings
date:2025-05-21 time:23:23:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Soft ethereal waves with gentle rhythms
date:2025-05-21 time:23:24:00 bpm:85 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night harmonies with soft waves
date:2025-05-21 time:23:25:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Soft lullabies with gentle night whispers
date:2025-05-21 time:23:26:00 bpm:94 steps:49 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic synth beats with mellow undertones
date:2025-05-21 time:23:27:00 bpm:95 steps:5 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Rhythmic ambient with gentle nighttime melodies
date:2025-05-21 time:23:28:00 bpm:91 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient with soft night echoes
date:2025-05-21 time:23:29:00 bpm:92 steps:26 cal:3 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic synth waves with restful undertones
date:2025-05-21 time:23:30:00 bpm:97 steps:2 cal:2 sedentary:0 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with serene harmonies
date:2025-05-21 time:23:31:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle electronic lullaby with soft rhythms
date:2025-05-21 time:23:32:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle synth waves with subtle rhythms
date:2025-05-21 time:23:33:00 bpm:101 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Fast-paced rhythmic beats with soft layers
date:2025-05-21 time:23:34:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing rhythms with soothing undercurrents
date:2025-05-21 time:23:35:00 bpm:99 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night harmonies with soothing rhythms
date:2025-05-21 time:23:36:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle lullaby with ethereal drones
date:2025-05-21 time:23:37:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Dynamic ambient synths with gentle waves
date:2025-05-21 time:23:38:00 bpm:96 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing night rhythms with soft echoes
date:2025-05-21 time:23:39:00 bpm:99 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing nocturnal rhythms with soft echoes
date:2025-05-21 time:23:40:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle night symphony with soft harmonies
date:2025-05-21 time:23:41:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle acoustic waves with serene harmonies
date:2025-05-21 time:23:42:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Serene nocturnal lullaby with gentle whispers
date:2025-05-21 time:23:43:00 bpm:102 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Energetic nocturnal rhythms with subtle waves
date:2025-05-21 time:23:44:00 bpm:104 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Pulsing ambient rhythms with soft echoes
date:2025-05-21 time:23:45:00 bpm:92 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle ethereal waves with soothing rhythms
date:2025-05-21 time:23:46:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Rhythmic pulses with soft, dreamy layers"
date:2025-05-21 time:23:47:00 bpm:99 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Subdued ethereal soundscapes with gentle waves
date:2025-05-21 time:23:48:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,"Gentle, soothing melodies with soft echoes"
date:2025-05-21 time:23:49:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:378 eff:92 rem:57 deep:61 wake:92,Gentle rhythmic pulses with soft layers
